地点コード,測定年月日,地点名称(漢字),水域名称(漢字),類型,測定時刻,採取位置,採取水深,調査機関,天候コード,気温,水温,全水深,流量(河川),平均流速(河川),透明度（湖沼・海域）,ｐＨ,ＤＯ,ＢＯＤ,ＣＯＤ,ＳＳ,大腸菌群数,n-ヘキサン抽出物質,全窒素,全リン,全亜鉛,ノニルフェノール,ＬＡＳ,底層ＤＯ,カドミウム,全シアン,鉛,六価クロム,砒素,総水銀,アルキル水銀,ＰＣＢ,ジクロロメタン,四塩化炭素,１、２-ジクロロエタン,１、１-ジクロロエチレン,シス-１、２-ジクロロエチレン,１、１、１-トリクロロエタン,１、１、２-トリクロロエタン,トリクロロエチレン,テトラクロロエチレン,１、３-ジクロロプロペン,チウラム,シマジン,チオベンカルブ,ベンゼン,セレン,ふっ素,亜硝酸性窒,硝酸性窒素,透視度(河川･湖沼),ほう素,硝酸性窒素及び亜硝酸性窒素,１、４-ジオキサン,フェノール類,銅,溶解性鉄,溶解性マンガン,クロム,ＥＰＮ,アンモニア性窒素,溶解性ＣＯＤ,リン酸性リン,プランクトン総数,クロロフィルａ,ＴＯＣ,ＤＯＣ,電気伝導率,塩分量(海域),塩化物イオン,陰イオン界面活性剤,アンチモン,ニッケル,トリハロメタン生成能,クロロホルム生成能,ブロモジクロロメタン,ジブロモクロロメタン,ブロモホルム生成能,トランス-1、2-ジクロロエチレン,１、２-ジクロロプロパン,p-ジクロロベンゼン,イソキサチオン,ダイアジノン,フェニトロチオン,イソプロチオラン,オキシン銅,クロロタロニル,プロピザミド,ジクロルボス,フェノブカルブ,イプロベンホス,クロルニトロフェン,トルエン,キシレン,フタル酸ジエチルへキシル,モリブデン,塩化ビニルモノマー,エピクロロヒドリン,全マンガン,ウラン,ＰＦОＳ,ＰＦОＳ（直鎖体）,ＰＦОＡ,ＰＦОＡ（直鎖体）,ＰＦОＳ及びＰＦОＡ,クロロホルム,フェノール,ホルムアルデヒド,４-ｔ-オクチルフェノール,アニリン,２、４-ジクロロフェノール
10975,20210510,門生橋,小櫃川上流,A,1005,流心（中央）,0.09,千葉県,晴れ,22.3,18.3,0.18,0.11,0.21,,8.3,9.7,1.2,5.5,1,1.70E+03,,0.4,0.054,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.08,>30.0,,0.11,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20210712,門生橋,小櫃川上流,A,1149,流心（中央）,0.11,千葉県,晴れ,29.3,24.2,0.23,0.15,0.16,,8.3,8.9,0.6,3.9,3,1.30E+03,,0.53,0.058,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.3,>30.0,,0.33,,,,,,,,,,,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20211104,門生橋,小櫃川上流,A,1430,流心（中央）,0.09,千葉県,晴れ,16.5,13.3,0.19,0.29,0.48,,8.4,11,0.6,3.3,<1,7.90E+02,,0.5,0.062,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.24,>30.0,,0.27,,,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10975,20220105,門生橋,小櫃川上流,A,1323,流心（中央）,0.05,千葉県,快晴,6,4.3,0.11,0.1,0.34,,8.3,12,0.5,2.1,<1,2.30E+02,,0.52,0.073,<0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.23,>30.0,,0.26,,,,,,,,,,,,,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20210413,小櫃橋,小櫃川下流,B,930,流心（中央）,0.19,千葉県,曇り,16.3,16.3,0.95,8.43,0.29,,7.7,6.9,1.4,4,5,4.90E+03,,1,0.087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,5.6,,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20210510,小櫃橋,小櫃川下流,B,950,流心（中央）,0.11,千葉県,晴れ,25.3,21.4,0.59,2.19,0.09,,7.8,6.7,2,5.6,13,4.60E+03,,1,0.12,0.003,<0.00006,0.0006,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.12,<0.03,0.51,>30.0,<0.1,0.54,<0.005,,,,,,,0.03,,,,,7,,100,,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20210609,小櫃橋,小櫃川下流,B,850,流心（中央）,0.2,千葉県,晴れ,27.9,23.6,1.02,5.59,0.22,,8,7.2,2.1,6.8,13,1.30E+04,,0.99,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,6.2,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20210712,小櫃橋,小櫃川下流,B,932,流心（中央）,0.23,千葉県,晴れ,29.9,26.7,1.18,5.52,0.17,,8.2,8.8,2.5,5.5,8,3.30E+04,,0.99,0.081,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.35,>30.0,,0.38,,<0.005,<0.01,<0.1,<0.1,<0.02,,<0.03,,,,,7.1,,29,,15,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000006,0.0000002,0.00001,0.00001,0.00001,,,,,,
10980,20210823,小櫃橋,小櫃川下流,B,900,流心（中央）,0.15,千葉県,曇り,27.8,26.5,0.75,7.75,0.3,,8.1,7.7,1.6,4.9,7,1.30E+03,,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,5.8,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20210907,小櫃橋,小櫃川下流,B,930,流心（中央）,0.22,千葉県,曇り,22.2,20.7,1.1,6.7,0.21,,8,8.2,1.5,6.9,15,4.90E+04,,1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.58,>30.0,,0.61,,,,,,,,,,,,,6.4,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20211005,小櫃橋,小櫃川下流,B,930,流心（中央）,0.3,千葉県,晴れ,27.9,22.9,1.5,18.1,0.48,,7.9,8.6,1.3,6.6,34,2.20E+04,,0.98,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,6.6,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20211104,小櫃橋,小櫃川下流,B,845,流心（中央）,0.27,千葉県,晴れ,17.5,15.8,1.38,15.9,0.4,,8.1,9.5,1.6,3.9,6,1.30E+04,,1,0.1,0.005,<0.00006,0.0013,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.09,<0.03,0.77,>30.0,<0.1,0.8,<0.005,,,,,,,0.03,,,,,4,,28,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20211207,小櫃橋,小櫃川下流,B,930,流心（中央）,0.34,千葉県,曇り,13.8,11,1.7,15.6,0.23,,7.9,10,0.9,3.6,5,4.90E+03,,1.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,3.9,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20220105,小櫃橋,小櫃川下流,B,1050,流心（中央）,0.27,千葉県,晴れ,6.2,5.4,1.38,9.6,0.22,,8.1,12,0.9,3.2,8,1.70E+03,,1.2,0.092,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.88,>30.0,,0.91,,,,,,,,0.06,,,,,3.1,,30,,12,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20220201,小櫃橋,小櫃川下流,B,900,流心（中央）,0.27,千葉県,晴れ,6.8,5.5,1.35,9.18,0.2,,8.1,11,1.1,3.5,3,3.30E+03,,1,0.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,4.2,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10980,20220304,小櫃橋,小櫃川下流,B,1023,流心（中央）,0.24,千葉県,晴れ,10.3,10.4,1.2,7.67,0.23,,8.2,10,1.6,4.3,10,2.30E+02,,1.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.75,>30.0,,0.78,,,,,,,,,,,,,4.1,,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,20210510,椿橋,小櫃川下流,B,1040,流心（中央）,0.37,千葉県,晴れ,24.1,20.3,1.88,1.78,0.03,,8.1,10,1.2,4.9,6,1.70E+04,,0.86,0.11,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.51,>30.0,,0.54,,,,,,,,,,,,,6.7,,,,,,,,0.084,0.06,0.019,0.0055,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,20210712,椿橋,小櫃川下流,B,845,流心（中央）,0.18,千葉県,晴れ,27.6,24.3,0.93,2.16,0.04,,8.1,9,1.5,4.5,5,1.30E+05,,1.2,0.094,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.66,>30.0,,0.69,,,,,,,,,,,,,6.5,,,,,,,,0.097,0.074,0.019,0.0049,0.0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,20211104,椿橋,小櫃川下流,B,1155,流心（中央）,0.22,千葉県,晴れ,21.8,15.8,1.13,8.73,0.12,,8.1,10,0.9,3.5,2,9.40E+03,,1,0.097,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.83,>30.0,,0.86,,,,,,,,,,,,,3.9,,,,,,,,0.082,0.051,0.023,0.008,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10985,20220105,椿橋,小櫃川下流,B,840,流心（中央）,0.37,千葉県,晴れ,5.4,5.8,1.85,4.81,0.07,,8,11,0.9,2.9,1,3.30E+03,,1.3,0.085,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.95,>30.0,,0.98,,,,,,,,,,,,,2.9,,,,,,,,0.043,0.02,0.015,0.0076,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20210413,御腹川橋,御腹川,A,820,流心（中央）,0.09,千葉県,曇り,16.1,12.8,0.18,0.31,0.31,,8,9.9,0.6,3.2,3,7.00E+03,,0.71,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,5.7,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20210510,御腹川橋,御腹川,A,836,流心（中央）,0.12,千葉県,晴れ,21.2,16.5,0.25,0.45,0.39,,8,9.1,0.6,3.8,2,3.30E+04,,0.77,0.075,0.001,<0.00006,0.0019,,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.09,<0.03,0.46,>30.0,<0.1,0.49,<0.005,,,,,,,0.05,,,,,6.3,,40,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20210609,御腹川橋,御腹川,A,854,流心（中央）,0.06,千葉県,快晴,29,19.2,0.33,0.07,0.08,,8,8.7,0.8,4.2,17,4.90E+04,,0.83,0.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,5.6,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20210712,御腹川橋,御腹川,A,1118,流心（中央）,0.07,千葉県,晴れ,30.4,23.5,0.15,0.21,0.37,,8.2,8.6,0.8,3.7,6,2.30E+04,,0.83,0.071,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.48,>30.0,,0.51,,<0.005,<0.01,0.1,0.1,<0.02,,<0.03,,,,,6.9,,38,,15,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20210823,御腹川橋,御腹川,A,945,流心（中央）,0.11,千葉県,曇り,28,22.6,0.22,0.21,0.31,,8.1,8.4,0.7,3.7,5,2.20E+04,,0.78,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,4.8,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20210907,御腹川橋,御腹川,A,840,流心（中央）,0.11,千葉県,晴れ,23.4,18.4,0.22,0.52,0.36,,8,8.9,1.1,4.3,15,4.90E+04,,0.96,0.089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.54,>30.0,,0.57,,,,,,,,,,,,,5.5,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20211005,御腹川橋,御腹川,A,1355,流心（中央）,0.07,千葉県,晴れ,27.7,21.6,0.37,0.69,0.58,,8,9,0.8,4.4,15,4.90E+04,,0.69,0.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,5.9,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20211104,御腹川橋,御腹川,A,1106,流心（中央）,0.09,千葉県,晴れ,19.8,14.2,0.45,0.45,0.34,,8,9.6,0.8,2.9,6,1.10E+04,,0.88,0.071,0.002,0.00007,0.0054,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.1,0.03,0.54,>30.0,<0.1,0.57,<0.005,,,,,,,0.06,,,,,4.2,,40,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20211207,御腹川橋,御腹川,A,1058,流心（中央）,0.09,千葉県,曇り,14.4,11.9,0.49,0.44,0.26,,7.9,10,0.9,3.1,4,3.30E+03,,0.83,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,3.8,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20220105,御腹川橋,御腹川,A,1440,流心（中央）,0.1,千葉県,快晴,7.2,7.1,0.21,0.19,0.22,,8.1,12,1.2,2.8,5,9.40E+02,,0.82,0.055,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.44,>30.0,,0.47,,,,,,,,0.08,,,,,3,,55,,18,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20220201,御腹川橋,御腹川,A,1115,流心（中央）,0.08,千葉県,快晴,7.9,6.8,0.41,0.21,0.17,,8,12,0.9,3.1,7,3.30E+03,,0.81,0.069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,,,,,,3.5,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10990,20220304,御腹川橋,御腹川,A,1044,流心（中央）,0.07,千葉県,晴れ,12.1,10.4,0.37,0.25,0.15,,8,11,1,2.9,5,7.90E+02,,0.87,0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.03,0.51,>30.0,,0.54,,,,,,,,,,,,,3.2,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20210427,持田崎橋,養老川上流,A,1230,流心（中央）,0.2,市原市,晴れ,20.5,16.6,1.28,1.02,0.05,,8.5,12,0.8,3.3,1,4.90E+02,,1,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.06,,0.14,,,1.7,,34,,14,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20210513,持田崎橋,養老川上流,A,912,流心（中央）,0.2,市原市,時々雨,17.8,16.5,0.43,1.07,0.07,,8.2,9.3,1.3,4,1,7.90E+03,,1.3,0.23,0.002,,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.13,0.08,0.93,>30.0,<0.1,1,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,0.18,,0.21,,,1.8,,35,,13,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20210609,持田崎橋,養老川上流,A,1215,流心（中央）,0.2,市原市,晴れ,28.9,24.1,1.53,1.83,0.09,,8.2,9,0.8,3.4,1,2.20E+03,,0.99,0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.05,,0.16,,,1.8,,27,,11,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20210729,持田崎橋,養老川上流,A,1058,流心（中央）,0.2,市原市,晴れ,35.2,26.2,1.45,1.58,0.06,,8.3,9.8,1.3,6,3,7.90E+02,,1.3,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.04,,0.2,,,3.5,,30,,10,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20210827,持田崎橋,養老川上流,A,1028,流心（中央）,0.2,市原市,晴れ,34.1,25.7,1.34,1.54,0.07,,8.3,8.8,0.8,3.3,1,1.70E+02,,0.91,0.17,0.005,,,,<0.0003,<0.1,<0.001,<0.005,0.002,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.14,0.04,0.67,>30.0,<0.1,0.71,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,<0.03,,0.16,,,1.7,,31,,11,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20210921,持田崎橋,養老川上流,A,1205,流心（中央）,0.2,市原市,晴れ,29.8,21.2,1.5,2.3,0.09,,8.1,9.2,0.7,3.3,2,2.40E+03,,0.9,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.06,,0.13,,,1.9,,25,,9,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20211007,持田崎橋,養老川上流,A,955,流心（中央）,0.2,市原市,曇り,26.6,19.6,1.54,2.71,0.11,,8.1,9.4,1.1,3,3,1.10E+02,,1,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.12,,0.12,,,1.6,,26,,9,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20211104,持田崎橋,養老川上流,A,1144,流心（中央）,0.2,市原市,晴れ,20.8,14.5,1.5,2,0.07,,8.3,10,<0.5,3.2,<1,3.30E+03,,1,0.17,0.001,,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,<0.0005,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.12,0.06,0.86,>30.0,<0.1,0.92,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,<0.0006,0.08,,0.16,,,1.8,,29,,10,<0.05,<0.002,<0.001,,,,,,<0.004,<0.006,<0.02,<0.0008,<0.0005,<0.0003,<0.004,<0.004,<0.005,<0.0008,<0.0008,<0.003,<0.0008,<0.0001,<0.06,<0.04,<0.006,<0.007,<0.0002,<0.00004,<0.02,<0.0002,,,,,,<0.0006,,,,,
11001,20211220,持田崎橋,養老川上流,A,956,流心（中央）,0.2,市原市,快晴,10.9,5.6,1.48,1.99,0.11,,8,12,0.8,2.6,<1,2.70E+02,,1,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.2,,0.13,,,1.6,,27,,10,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20220105,持田崎橋,養老川上流,A,951,流心（中央）,0.2,市原市,快晴,9.5,5.1,1.45,1.13,0.05,,8.1,11,0.8,2.6,<1,3.30E+02,,1.2,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.21,,0.17,,,1.2,,33,,12,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20220216,持田崎橋,養老川上流,A,1150,流心（中央）,0.2,市原市,晴れ,11.8,6.7,1.52,1.75,0.09,,8.1,12,1.2,4,2,1.70E+04,,1.4,0.13,0.003,,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.1,<0.03,0.73,>30.0,<0.1,0.76,<0.005,<0.005,0.01,0.2,<0.1,<0.02,,0.23,,0.12,,,2.2,,23,,8,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11001,20220303,持田崎橋,養老川上流,A,1231,流心（中央）,0.2,市原市,晴れ,18.3,11.7,1.44,1.27,0.06,,8.3,12,0.9,3.1,2,4.60E+02,,1.3,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,0.23,,0.21,,,1.5,,33,,12,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,20210427,浅井橋,養老川中流,B,920,流心（中央）,0.2,市原市,晴れ,21.5,17.3,1.75,1.65,0.01,,8.4,10,4.3,7.4,18,3.30E+03,,1.1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,<0.03,,0.043,,,3.6,,30,,12,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,20210513,浅井橋,養老川中流,B,1015,流心（中央）,0.2,市原市,時々雨,18.3,19.1,1.99,0.63,0.01,,8.3,11,3.6,6.9,10,3.30E+03,,0.92,0.13,0.001,,,,<0.0003,<0.1,<0.001,<0.005,0.001,<0.0005,,,<0.002,<0.0002,<0.0004,<0.01,<0.004,<0.1,<0.0006,<0.001,<0.001,<0.0002,<0.0006,<0.0003,<0.002,<0.001,<0.001,0.14,<0.03,0.12,>30.0,<0.1,0.15,<0.005,<0.005,<0.01,<0.1,<0.1,<0.02,,<0.03,,0.059,,,3.2,,31,,13,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,20210609,浅井橋,養老川中流,B,1113,流心（中央）,0.2,市原市,晴れ,28.9,27.4,2.2,1.78,0.01,,9.2,18,5.3,10,18,1.30E+02,,0.8,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,<0.03,,0.039,,,5.2,,25,,9,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11010,20210729,浅井橋,養老川中流,B,1155,流心（中央）,0.2,市原市,晴れ,35.8,28.3,1.89,5.17,0.05,,8.1,9.3,2.3,6.4,7,7.00E+01,,0.83,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>30.0,,,,,,,,,,<0.03,,0.066,,,3.8,,27,,8,<0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
